tank,FLUCT,pred,COMP,Cer_ug,Dapp_ug,Sca_ug,Clad_ug,e_chl,i_chl,cop_ug
64,150,0,N_I_cop,0.089788149,213.2765224,17.09452178,1.626717807,1.49,0.94,0.0429
64,150,0,N_I_cop,0.022,27.66475837,4.253153478,3.117875797,13.25,2159.42,2.726637151
64,150,0,N_I_cop,0.821267351,55.25495908,8.701727073,5.015713239,18.47,1209.53,2.805238883
64,150,0,N_I_cop,0.022,35.7937843,5.28411324,2.846756163,8.5,194.95,2.310536026
89,150,1,N_I_cop,91.8106812,0.903,0.0284,3.253435615,9.06,534.89,0.848936447
94,150,0,N_I_cop,0.022,0.903,22.52019596,0.153510263,103.78,4.67,0.934083938
94,150,0,N_I_cop,0.022,0.903,111.5139227,0.221290172,114.99,24.34,2.207488609
94,150,0,N_I_cop,0.089788149,10.83397921,454.4929949,11.00543992,51.92,8.35,4.416142946
94,150,0,N_I_cop,1.642534702,30.58505916,1204.118873,51.24621824,1.06,0.15,1.697872895
94,150,0,N_I_cop,14.12794726,9.080382129,144.9148331,22.99655673,0.89,0.01,14.21675092
94,150,0,N_I_cop,49.87821009,69.03857166,116.2807782,105.3687292,1.01,0.19,41.23991407
94,150,0,N_I_cop,43.96293635,108.7563211,70.97596351,115.4090339,0.79,0.23,17.93373002
94,150,0,N_I_cop,17.57941895,32.0115965,66.18395624,43.41405676,0.79,0.23,14.43315808
94,150,0,N_I_cop,34.00476597,236.7408042,38.5902106,242.7120316,1.17,0.1,13.96409739
94,150,0,N_I_cop,0.022,0.903,0.0284,0.0339,1.43,0.16,0.0429
94,150,0,N_I_cop,0.022,0.903,0.0284,0.0339,1.07,0.11,0.0429
94,150,0,N_I_cop,0.022,0.903,0.0284,6.889883901,1.08,0.25,0.0429
94,150,0,N_I_cop,253.5632573,365.3545942,38.18646513,396.0320151,1.49,0.18,35.32914357
94,150,0,N_I_cop,285.0730133,0.903,0.908097954,23.99441097,1.37,0.09,43.75822232
94,150,0,N_I_cop,336.556666,187.5523764,53.57250937,217.8245772,1.89,0.33,53.68854317
94,150,0,N_I_cop,821.966217,220.4283447,48.8308056,239.0319393,1.92,0.08,138.4932392
94,150,0,N_I_cop,592.7491032,321.6021484,67.54478569,324.855584,2.12,0.58,81.49789895
94,150,0,N_I_cop,191.0464063,485.8204506,33.15452813,487.6203421,5.04,1.82,15.28085605
94,150,0,N_I_cop,77.35235928,783.6153316,12.82556612,794.3614363,3.88,1.1,29.71190214
94,150,0,N_I_cop,11.58753106,885.5488779,29.88848353,965.7586084,2.76,1.02,53.27905994
94,150,0,N_I_cop,15.23175307,940.3577335,34.97072403,1019.859223,3.25,1.09,46.68071839
94,150,0,N_I_cop,2.553590202,443.1684764,41.51571847,586.751295,3.57,1.05,77.01810397
94,150,0,N_I_cop,0.821267351,378.8035606,35.44347214,586.9466614,3.19,0.78,70.87946354
94,150,0,N_I_cop,0.022,141.5481639,37.58729953,239.9881647,2.68,0.38,42.30944006
94,150,0,N_I_cop,0.089788149,465.2529637,18.63918359,599.7546424,2.91,0.8,34.62925778
94,150,0,N_I_cop,0.022,167.5480489,44.43543244,294.8180332,10.26,18.13,31.67126682
21,150,,N_DAP,0.022,,69.21586498,0.0339,213.39,8.97,
21,150,,N_DAP,0.022,,106.1363138,0.067779909,173.02,7.68,
21,150,,N_DAP,0.022,,535.9900404,0.0339,72.57,14.12,
21,150,,N_DAP,0.022,,2879.154983,0.0339,33.32,0.005,
21,150,,N_DAP,0.022,,1750.341858,0.0339,4.17,0.005,
21,150,,N_DAP,0.022,,1214.949665,0.0339,1.36,0.42,
21,150,,N_DAP,0.022,,1166.222102,0.0339,0.81,0.07,
21,150,,N_DAP,15.2951932,,467.3675471,0.0339,0.81,0.07,
21,150,,N_DAP,34.83920733,,65.65958716,0.0339,2.61,0.43,
21,150,,N_DAP,123.7454599,,310.0322108,0.0339,4.9,0.43,
21,150,,N_DAP,167.0379273,,194.8549507,0.0339,2.17,0.005,
21,150,,N_DAP,331.3011172,,139.9835031,0.813358904,1.3,0.15,
21,150,,N_DAP,46.32377624,,112.76901,0.271119635,1.68,0.28,
21,150,,N_DAP,446.8553917,,124.0428029,1.084478538,1.55,0.53,
21,150,,N_DAP,281.2277268,,129.5661872,0.0339,1.68,0.62,
21,150,,N_DAP,293.3695907,,110.7257896,0.0339,1.7,0.13,
21,150,,N_DAP,314.2794854,,121.6977615,0.0339,2.67,0.7,
21,150,,N_DAP,1399.611472,,208.8414497,0.0339,2.83,1.7,
21,150,,N_DAP,624.6609882,,232.0959196,0.0339,2.24,2.96,
21,150,,N_DAP,786.2256738,,191.8662341,0.0339,2.93,2.15,
21,150,,N_DAP,291.8539363,,131.5604215,0.0339,2.68,0.31,
21,150,,N_DAP,238.4691285,,199.4586492,0.271119635,4.84,2.96,
21,150,,N_DAP,110.6100421,,162.7091275,0.0339,7.48,1.1,
21,150,,N_DAP,150.9502447,,147.8661515,1.626717807,18.45,2.36,
21,150,,N_DAP,117.4651493,,266.6499929,0.0339,28.39,1.53,
21,150,,N_DAP,107.9690937,,36.39607971,0.0339,57.86,4.82,
46,150,,N_DAP,0.022,,18.59822965,0.0339,80.32,12.84,
46,150,,N_DAP,0.022,,51.30516142,0.067779909,42.44,8.63,
46,150,,N_DAP,0.022,,2599.496625,2.168957076,25.43,0.95,
46,150,,N_DAP,0.022,,2768.007782,0.0339,2.26,0.005,
46,150,,N_DAP,0.022,,535.2889503,2.711196345,1.96,0.17,
46,150,,N_DAP,3.644222001,,165.5082179,2.168957076,8.67,0.49,
46,150,,N_DAP,41.54940041,,538.1939176,2.440076711,5.27,0.26,
46,150,,N_DAP,238.4739884,,80.16913782,2.440076711,5.27,0.26,
46,150,,N_DAP,115.45809,,68.19135784,0.0339,2.16,0.11,
46,150,,N_DAP,509.5878867,,61.69376997,13.55598173,6.01,0.15,
46,150,,N_DAP,2274.474415,,108.4555447,39.04122737,13.46,0.53,
46,150,,N_DAP,3860.290642,,150.1248086,17.35165661,5.08,2.4,
46,150,,N_DAP,2532.146439,,32.99071238,19.52061369,11.32,0.26,
46,150,,N_DAP,3811.445888,,3.632391817,43.37914153,8.76,0.49,
46,150,,N_DAP,2343.451153,,97.15594124,4.337914153,8.05,0.005,
46,150,,N_DAP,2675.252882,,117.9389522,4.337914153,3.1,0.47,
46,150,,N_DAP,2164.640234,,93.52354942,0.0339,7.93,0.005,
46,150,,N_DAP,50.30080282,,968.1798555,3.253435615,4.36,0.005,
46,150,,N_DAP,540.8009058,,81.568683,80.25141183,8.69,1.38,
46,150,,N_DAP,597.3126949,,60.837293,31.99211688,99.63,2623.98,
46,150,,N_DAP,444.4252275,,83.87632614,4.337914153,10.57,5.9,
46,150,,N_DAP,179.4432713,,78.89601012,15.18269953,16.43,1016.64,
46,150,,N_DAP,245.0919634,,109.6164776,15.18269953,22.56,67.33,
46,150,,N_DAP,239.9057389,,43.30742136,36.33003103,10.35,1218.35,
46,150,,N_DAP,118.9017597,,17.01261391,13.01374246,39.14,9960.31,
46,150,,N_DAP,33.27987378,,9.537266718,10.70922556,12.4,310.44,
70,150,,N_DAP,0.022,,16.14546989,0.0339,38.42,1.83,
70,150,,N_DAP,0.022,,181.4424655,0.067779909,68.8,3.01,
70,150,,N_DAP,13.14027762,,3039.169819,0.0339,91.23,4.11,
70,150,,N_DAP,0.022,,2247.3211,0.0339,52.08,1.45,
70,150,,N_DAP,0.022,,1077.744712,0.0339,53.03,1.55,
70,150,,N_DAP,1.36658325,,52.15650325,0.135559817,82.98,5.33,
70,150,,N_DAP,0.821267351,,73.74344951,0.135559817,70.31,2.01,
70,150,,N_DAP,11.85689551,,479.247617,0.0339,70.31,2.01,
70,150,,N_DAP,0.022,,2022.76807,0.0339,28.73,10.28,
70,150,,N_DAP,20.37602558,,1176.567256,0.0339,4.45,3.55,
70,150,,N_DAP,422.1792547,,52.41157643,0.0339,2.29,0.28,
70,150,,N_DAP,969.4351876,,43.05458639,0.0339,2.86,0.2,
70,150,,N_DAP,343.9505021,,14.93199526,0.0339,4.71,0.22,
70,150,,N_DAP,90.13348431,,43.56025634,0.0339,39.76,5.2,
70,150,,N_DAP,53.63856826,,55.64154025,0.0339,93.16,0.005,
70,150,,N_DAP,94.15834709,,29.61115554,0.542239269,79.66,18.05,
70,150,,N_DAP,136.9696414,,19.26995355,2.846756163,83.62,28.9,
70,150,,N_DAP,207.667958,,69.74023407,9.760306844,97.43,2.37,
70,150,,N_DAP,180.5734252,,95.59258031,10.30254611,116.45,7.41,
70,150,,N_DAP,34.80627231,,24.74369303,1.287818264,118.7,10.1,
70,150,,N_DAP,15.86685711,,42.61989528,2.846756163,114.14,39.23,
70,150,,N_DAP,1.456371399,,30.46249738,4.134574427,104.94,17.09,
70,150,,N_DAP,6.06312998,,19.52858241,12.74262282,51.89,76.33,
70,150,,N_DAP,1.501265474,,27.19934972,14.43712054,104.82,4.47,
70,150,,N_DAP,2.502109123,,4.253153478,15.38603926,98.75,4.09,
70,150,,N_DAP,2.232744676,,1.412450431,13.352642,89.35,5.12,
97,150,,N_DAP,0.022,,5.211554932,0.0339,58.81,7.57,
97,150,,N_DAP,0.022,,40.28933859,0.0339,63.52,1.36,
97,150,,N_DAP,0.022,,268.4830465,1.897837442,67.55,13.14,
97,150,,N_DAP,0.022,,7494.104351,0.0339,3.78,0.08,
97,150,,N_DAP,0.022,,286.2836587,4.337914153,1.09,0.02,
97,150,,N_DAP,5.107180405,,364.6107901,5.96463196,6.39,1.83,
97,150,,N_DAP,141.564441,,1514.342806,14.098221,12.02,1.56,
97,150,,N_DAP,715.5751934,,52.53799392,14.098221,12.02,1.56,
97,150,,N_DAP,1186.575664,,5.649801723,21.14733149,10.45,2.45,
97,150,,N_DAP,974.6311317,,36.8243182,55.30840545,1.81,0.27,
97,150,,N_DAP,174.0296344,,37.40478466,9.760306844,1.36,0.08,
97,150,,N_DAP,296.0583754,,79.55127309,9.218067575,1.2,0.2,
97,150,,N_DAP,761.5037494,,40.7843415,7.105991568,1.32,0.12,
97,150,,N_DAP,229.3107373,,27.34091066,4.637474322,1.04,0.27,
97,150,,N_DAP,682.9782599,,37.73241615,2.168957076,1.38,0.17,
97,150,,N_DAP,273.8865868,,51.30226448,2.768077416,1.55,0.005,
97,150,,N_DAP,243.2698524,,24.12516957,1.355598173,1.99,0.37,
97,150,,N_DAP,1120.983766,,83.38487891,9.760306844,2.8,0.15,
97,150,,N_DAP,876.0693299,,102.403315,10.53007039,2.68,0.3,
97,150,,N_DAP,187.5769008,,52.50059567,4.665914857,3.29,0.26,
97,150,,N_DAP,353.5519498,,133.198579,9.445591855,17.33,1658.87,
97,150,,N_DAP,130.3731546,,105.1578957,5.465053494,22.55,2566.01,
97,150,,N_DAP,313.6929203,,139.2908419,10.97183324,30.51,317.32,
97,150,,N_DAP,101.8849877,,57.94207203,3.445876502,60.12,543.1,
97,150,,N_DAP,290.2114016,,85.13786607,9.06071008,110.74,634.29,
97,150,,N_DAP,54.66454497,,21.87717949,1.038029031,160.22,3020.48,
